Sample_No,Recipe_Version,Rev_No,Wafer_ID,Tool_ID,Chamber_ID,Site_ID,Zone,Radius_frac,Angle_deg,Top_CD_nm,Mid_CD_nm,Bottom_CD_nm,Depth_A,Top_CD_Pass,Mid_CD_Pass,Bottom_CD_Pass,Depth_Pass,Defect_Count,Defect_Severity,Anomaly_Event
5266,Rev6,6,W182,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,38.65,39.54,37.34,1643.3,True,True,True,True,0,0.0,
5267,Rev6,6,W182,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,39.68,39.84,35.8,1775.3,True,True,True,False,0,0.0,
5268,Rev6,6,W182,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,38.94,38.68,38.74,1728.1,True,True,True,True,0,0.0,
5269,Rev6,6,W182,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,38.34,41.02,38.75,1660.0,True,True,True,True,2,8.24,
5270,Rev6,6,W182,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,39.62,39.45,37.4,1797.0,True,True,True,False,1,2.2,pressure_spike
5271,Rev6,6,W182,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,39.82,40.74,36.23,1654.8,True,True,True,True,0,0.0,
5272,Rev6,6,W182,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,39.06,40.75,37.21,1693.9,True,True,True,True,0,0.0,
5273,Rev6,6,W182,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,38.26,40.1,36.88,1758.9,True,True,True,True,0,0.0,
5274,Rev6,6,W182,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,38.43,41.56,39.75,1690.0,True,True,True,True,2,10.93,
5275,Rev6,6,W182,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,39.55,40.7,38.88,1690.0,True,True,True,True,0,0.0,
5276,Rev6,6,W182,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,39.62,40.82,37.96,1708.3,True,True,True,True,0,0.0,
5277,Rev6,6,W182,PX-7500,CH-C,EXT-10,Extreme Edge,0.96,310.9,39.18,39.31,38.15,1699.0,True,True,True,True,0,0.0,
5278,Rev6,6,W182,PX-7500,CH-C,EXT-11,Extreme Edge,0.96,343.6,39.9,40.75,37.42,1763.2,True,True,True,False,2,6.04,polymer_residue
5279,Rev11,11,W183,PX-7500,CH-D,C1,Center,0.0,0.0,39.16,39.24,37.99,1599.7,True,True,True,True,0,0.0,
5280,Rev11,11,W183,PX-7500,CH-D,MID-01,Mid,0.52,30.0,38.89,40.81,40.68,1705.2,True,True,False,True,0,0.0,
5281,Rev11,11,W183,PX-7500,CH-D,MID-02,Mid,0.52,90.0,38.7,40.66,42.28,1738.2,True,True,False,True,2,11.87,esc_temp_drift
5282,Rev11,11,W183,PX-7500,CH-D,MID-03,Mid,0.52,150.0,38.01,39.09,38.49,1663.5,True,True,True,True,0,0.0,
5283,Rev11,11,W183,PX-7500,CH-D,MID-04,Mid,0.52,210.0,39.63,40.15,36.89,1683.8,True,True,True,True,0,0.0,
5284,Rev11,11,W183,PX-7500,CH-D,MID-05,Mid,0.52,270.0,38.61,41.69,38.82,1697.5,True,True,True,True,0,0.0,
5285,Rev11,11,W183,PX-7500,CH-D,MID-06,Mid,0.52,330.0,38.94,39.47,39.77,1781.0,True,True,True,False,0,0.0,
5286,Rev11,11,W183,PX-7500,CH-D,EDG-01,Edge,0.84,0.0,38.38,41.08,39.55,1743.1,True,True,True,True,2,7.83,endpoint_late
5287,Rev11,11,W183,PX-7500,CH-D,EDG-02,Edge,0.84,32.7,40.27,41.32,39.81,1770.3,True,True,True,False,2,6.42,
5288,Rev11,11,W183,PX-7500,CH-D,EDG-03,Edge,0.84,65.5,39.26,41.0,38.88,1845.7,True,True,True,False,0,0.0,
5289,Rev11,11,W183,PX-7500,CH-D,EDG-04,Edge,0.84,98.2,40.57,39.45,42.15,1753.2,False,True,False,True,2,3.95,
5290,Rev11,11,W183,PX-7500,CH-D,EDG-05,Edge,0.84,130.9,40.6,39.96,39.86,1668.3,False,True,True,True,0,0.0,
5291,Rev11,11,W183,PX-7500,CH-D,EDG-06,Edge,0.84,163.6,40.04,41.34,39.4,1686.5,True,True,True,True,0,0.0,
5292,Rev11,11,W183,PX-7500,CH-D,EDG-07,Edge,0.84,196.4,39.23,40.39,41.51,1734.7,True,True,False,True,0,0.0,
5293,Rev11,11,W183,PX-7500,CH-D,EDG-08,Edge,0.84,229.1,41.51,41.37,40.76,1674.8,False,True,False,True,0,0.0,
5294,Rev11,11,W183,PX-7500,CH-D,EDG-09,Edge,0.84,261.8,39.49,40.78,37.92,1802.3,True,True,True,False,3,8.92,esc_temp_drift
5295,Rev11,11,W183,PX-7500,CH-D,EDG-10,Edge,0.84,294.5,40.5,39.74,40.52,1690.5,False,True,False,True,1,2.08,
5296,Rev11,11,W183,PX-7500,CH-D,EDG-11,Edge,0.84,327.3,40.16,40.31,36.98,1790.9,True,True,True,False,0,0.0,
5297,Rev11,11,W183,PX-7500,CH-D,EXT-01,Extreme Edge,0.96,16.4,39.65,42.26,40.38,1801.8,True,False,True,False,2,7.86,
5298,Rev11,11,W183,PX-7500,CH-D,EXT-02,Extreme Edge,0.96,49.1,39.84,40.91,41.83,1731.9,True,True,False,True,0,0.0,
5299,Rev11,11,W183,PX-7500,CH-D,EXT-03,Extreme Edge,0.96,81.8,40.58,41.09,39.67,1649.2,False,True,True,True,2,11.1,
5300,Rev11,11,W183,PX-7500,CH-D,EXT-04,Extreme Edge,0.96,114.5,40.53,41.54,41.14,1739.5,False,True,False,True,1,2.13,polymer_residue
5301,Rev11,11,W183,PX-7500,CH-D,EXT-05,Extreme Edge,0.96,147.3,41.08,41.16,36.84,1823.4,False,True,True,False,1,6.33,endpoint_late
5302,Rev11,11,W183,PX-7500,CH-D,EXT-06,Extreme Edge,0.96,180.0,41.5,42.05,39.52,1760.8,False,False,True,False,0,0.0,
5303,Rev11,11,W183,PX-7500,CH-D,EXT-07,Extreme Edge,0.96,212.7,40.69,40.8,38.74,1641.7,False,True,True,True,0,0.0,
5304,Rev11,11,W183,PX-7500,CH-D,EXT-08,Extreme Edge,0.96,245.5,39.86,39.71,41.9,1806.1,True,True,False,False,2,9.46,
5305,Rev11,11,W183,PX-7500,CH-D,EXT-09,Extreme Edge,0.96,278.2,39.33,40.87,38.04,1787.8,True,True,True,False,0,0.0,
5306,Rev11,11,W183,PX-7500,CH-D,EXT-10,Extreme Edge,0.96,310.9,40.69,40.95,40.73,1835.9,False,True,False,False,0,0.0,
5307,Rev11,11,W183,PX-7500,CH-D,EXT-11,Extreme Edge,0.96,343.6,40.07,39.88,39.83,1784.3,True,True,True,False,1,1.99,
5308,Rev7,7,W184,PX-7500,CH-D,C1,Center,0.0,0.0,37.33,37.3,34.98,1658.8,True,False,True,True,0,0.0,
5309,Rev7,7,W184,PX-7500,CH-D,MID-01,Mid,0.52,30.0,37.99,38.61,38.76,1720.1,True,True,True,True,0,0.0,
5310,Rev7,7,W184,PX-7500,CH-D,MID-02,Mid,0.52,90.0,38.44,38.95,37.8,1766.8,True,True,True,False,0,0.0,
5311,Rev7,7,W184,PX-7500,CH-D,MID-03,Mid,0.52,150.0,38.31,40.13,35.73,1701.0,True,True,True,True,0,0.0,
5312,Rev7,7,W184,PX-7500,CH-D,MID-04,Mid,0.52,210.0,38.67,39.53,37.21,1708.6,True,True,True,True,0,0.0,
5313,Rev7,7,W184,PX-7500,CH-D,MID-05,Mid,0.52,270.0,38.52,39.35,36.49,1723.5,True,True,True,True,0,0.0,
5314,Rev7,7,W184,PX-7500,CH-D,MID-06,Mid,0.52,330.0,38.13,38.47,35.97,1784.6,True,True,True,False,0,0.0,
5315,Rev7,7,W184,PX-7500,CH-D,EDG-01,Edge,0.84,0.0,38.56,39.13,39.34,1742.1,True,True,True,True,0,0.0,
5316,Rev7,7,W184,PX-7500,CH-D,EDG-02,Edge,0.84,32.7,39.85,40.09,37.86,1712.0,True,True,True,True,0,0.0,
5317,Rev7,7,W184,PX-7500,CH-D,EDG-03,Edge,0.84,65.5,39.23,40.8,38.08,1722.3,True,True,True,True,1,2.93,
5318,Rev7,7,W184,PX-7500,CH-D,EDG-04,Edge,0.84,98.2,39.75,41.17,36.88,1816.3,True,True,True,False,1,6.1,
5319,Rev7,7,W184,PX-7500,CH-D,EDG-05,Edge,0.84,130.9,39.02,39.3,34.19,1733.4,True,True,False,True,2,12.42,
5320,Rev7,7,W184,PX-7500,CH-D,EDG-06,Edge,0.84,163.6,39.66,41.03,37.96,1733.8,True,True,True,True,0,0.0,
5321,Rev7,7,W184,PX-7500,CH-D,EDG-07,Edge,0.84,196.4,39.33,38.47,37.11,1763.2,True,True,True,False,0,0.0,
5322,Rev7,7,W184,PX-7500,CH-D,EDG-08,Edge,0.84,229.1,41.02,41.75,36.42,1777.8,False,True,True,False,0,0.0,
5323,Rev7,7,W184,PX-7500,CH-D,EDG-09,Edge,0.84,261.8,39.78,39.12,37.24,1808.9,True,True,True,False,0,0.0,
5324,Rev7,7,W184,PX-7500,CH-D,EDG-10,Edge,0.84,294.5,39.52,41.69,39.28,1810.6,True,True,True,False,1,3.46,
5325,Rev7,7,W184,PX-7500,CH-D,EDG-11,Edge,0.84,327.3,39.05,40.54,38.18,1868.0,True,True,True,False,0,0.0,
5326,Rev7,7,W184,PX-7500,CH-D,EXT-01,Extreme Edge,0.96,16.4,39.97,40.01,38.18,1764.7,True,True,True,False,2,11.03,
5327,Rev7,7,W184,PX-7500,CH-D,EXT-02,Extreme Edge,0.96,49.1,39.36,39.47,37.62,1791.1,True,True,True,False,1,5.36,arc_event
5328,Rev7,7,W184,PX-7500,CH-D,EXT-03,Extreme Edge,0.96,81.8,39.49,41.43,36.73,1767.8,True,True,True,False,2,9.61,endpoint_late
5329,Rev7,7,W184,PX-7500,CH-D,EXT-04,Extreme Edge,0.96,114.5,40.12,40.77,36.89,1749.3,True,True,True,True,1,2.75,
5330,Rev7,7,W184,PX-7500,CH-D,EXT-05,Extreme Edge,0.96,147.3,40.97,39.77,36.98,1756.5,False,True,True,True,1,4.72,polymer_residue
5331,Rev7,7,W184,PX-7500,CH-D,EXT-06,Extreme Edge,0.96,180.0,39.32,40.05,40.8,1811.1,True,True,False,False,2,10.64,
5332,Rev7,7,W184,PX-7500,CH-D,EXT-07,Extreme Edge,0.96,212.7,39.24,40.01,38.76,1788.0,True,True,True,False,0,0.0,
5333,Rev7,7,W184,PX-7500,CH-D,EXT-08,Extreme Edge,0.96,245.5,40.65,41.25,36.43,1752.3,False,True,True,True,0,0.0,
5334,Rev7,7,W184,PX-7500,CH-D,EXT-09,Extreme Edge,0.96,278.2,38.89,40.82,40.48,1793.8,True,True,False,False,1,1.83,
5335,Rev7,7,W184,PX-7500,CH-D,EXT-10,Extreme Edge,0.96,310.9,40.23,40.56,37.76,1841.4,True,True,True,False,1,3.32,
5336,Rev7,7,W184,PX-7500,CH-D,EXT-11,Extreme Edge,0.96,343.6,39.59,38.77,39.58,1748.9,True,True,True,True,0,0.0,
5337,Rev10,10,W185,PX-7500,CH-C,C1,Center,0.0,0.0,37.6,39.02,33.21,1769.9,True,True,False,False,0,0.0,
5338,Rev10,10,W185,PX-7500,CH-C,MID-01,Mid,0.52,30.0,37.51,37.76,39.9,1714.6,True,False,True,True,0,0.0,
5339,Rev10,10,W185,PX-7500,CH-C,MID-02,Mid,0.52,90.0,38.54,38.3,36.11,1754.3,True,True,True,True,0,0.0,
5340,Rev10,10,W185,PX-7500,CH-C,MID-03,Mid,0.52,150.0,38.09,38.24,40.28,1737.8,True,True,True,True,0,0.0,
5341,Rev10,10,W185,PX-7500,CH-C,MID-04,Mid,0.52,210.0,38.68,40.03,35.78,1699.8,True,True,True,True,0,0.0,
5342,Rev10,10,W185,PX-7500,CH-C,MID-05,Mid,0.52,270.0,37.65,40.08,36.29,1791.5,True,True,True,False,1,3.07,
5343,Rev10,10,W185,PX-7500,CH-C,MID-06,Mid,0.52,330.0,38.28,37.42,35.25,1772.8,True,False,True,False,1,4.62,esc_temp_drift
5344,Rev10,10,W185,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,38.33,40.34,36.85,1769.6,True,True,True,False,0,0.0,
5345,Rev10,10,W185,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,38.77,40.09,37.74,1897.6,True,True,True,False,1,3.54,polymer_residue
5346,Rev10,10,W185,PX-7500,CH-C,EDG-03,Edge,0.84,65.5,37.94,39.03,37.55,1821.0,True,True,True,False,0,0.0,
5347,Rev10,10,W185,PX-7500,CH-C,EDG-04,Edge,0.84,98.2,39.23,40.54,36.02,1761.3,True,True,True,False,1,5.07,polymer_residue
5348,Rev10,10,W185,PX-7500,CH-C,EDG-05,Edge,0.84,130.9,39.92,40.19,37.51,1849.4,True,True,True,False,1,1.82,polymer_residue
5349,Rev10,10,W185,PX-7500,CH-C,EDG-06,Edge,0.84,163.6,39.08,39.72,35.95,1833.9,True,True,True,False,1,6.15,
5350,Rev10,10,W185,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,39.79,40.48,35.88,1824.6,True,True,True,False,1,1.9,polymer_residue
5351,Rev10,10,W185,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,38.39,41.09,37.13,1756.3,True,True,True,True,1,3.59,polymer_residue
5352,Rev10,10,W185,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,38.74,40.91,37.78,1808.5,True,True,True,False,0,0.0,
5353,Rev10,10,W185,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,39.17,40.76,37.3,1812.8,True,True,True,False,1,4.57,
5354,Rev10,10,W185,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,38.94,40.0,34.7,1897.9,True,True,True,False,0,0.0,
5355,Rev10,10,W185,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,38.24,40.97,34.83,1792.0,True,True,True,False,0,0.0,
5356,Rev10,10,W185,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,39.92,40.22,36.91,1836.9,True,True,True,False,1,5.36,polymer_residue
5357,Rev10,10,W185,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,39.18,39.77,37.71,1810.4,True,True,True,False,1,4.66,
5358,Rev10,10,W185,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,39.04,39.1,35.4,1735.4,True,True,True,True,0,0.0,
5359,Rev10,10,W185,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,40.46,39.14,38.16,1810.7,False,True,True,False,0,0.0,
5360,Rev10,10,W185,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,39.19,40.75,34.77,1745.4,True,True,True,True,0,0.0,
5361,Rev10,10,W185,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,39.98,39.91,38.2,1756.7,True,True,True,True,0,0.0,
5362,Rev10,10,W185,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,38.48,40.48,37.29,1843.5,True,True,True,False,0,0.0,
5363,Rev10,10,W185,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,38.9,38.45,36.63,1698.3,True,True,True,True,0,0.0,
5364,Rev10,10,W185,PX-7500,CH-C,EXT-10,Extreme Edge,0.96,310.9,40.8,39.9,37.46,1895.8,False,True,True,False,2,5.21,endpoint_late
5365,Rev10,10,W185,PX-7500,CH-C,EXT-11,Extreme Edge,0.96,343.6,38.8,40.17,37.84,1779.2,True,True,True,False,0,0.0,
5366,Rev7,7,W186,PX-7500,CH-D,C1,Center,0.0,0.0,36.7,38.43,36.09,1626.2,True,True,True,True,0,0.0,
5367,Rev7,7,W186,PX-7500,CH-D,MID-01,Mid,0.52,30.0,38.25,39.77,37.69,1730.5,True,True,True,True,1,3.16,endpoint_late
5368,Rev7,7,W186,PX-7500,CH-D,MID-02,Mid,0.52,90.0,38.64,39.9,35.76,1692.9,True,True,True,True,0,0.0,
5369,Rev7,7,W186,PX-7500,CH-D,MID-03,Mid,0.52,150.0,38.33,40.23,38.59,1672.0,True,True,True,True,0,0.0,
5370,Rev7,7,W186,PX-7500,CH-D,MID-04,Mid,0.52,210.0,38.01,38.61,36.63,1689.6,True,True,True,True,0,0.0,
5371,Rev7,7,W186,PX-7500,CH-D,MID-05,Mid,0.52,270.0,39.49,40.28,35.87,1718.9,True,True,True,True,1,5.83,
5372,Rev7,7,W186,PX-7500,CH-D,MID-06,Mid,0.52,330.0,38.87,39.42,37.81,1679.5,True,True,True,True,0,0.0,
5373,Rev7,7,W186,PX-7500,CH-D,EDG-01,Edge,0.84,0.0,39.13,38.33,37.27,1698.3,True,True,True,True,0,0.0,
5374,Rev7,7,W186,PX-7500,CH-D,EDG-02,Edge,0.84,32.7,39.14,40.18,37.17,1685.7,True,True,True,True,2,4.7,
5375,Rev7,7,W186,PX-7500,CH-D,EDG-03,Edge,0.84,65.5,38.73,40.88,37.52,1807.0,True,True,True,False,0,0.0,
5376,Rev7,7,W186,PX-7500,CH-D,EDG-04,Edge,0.84,98.2,40.04,39.03,37.99,1716.7,True,True,True,True,0,0.0,
5377,Rev7,7,W186,PX-7500,CH-D,EDG-05,Edge,0.84,130.9,38.5,41.2,36.7,1764.7,True,True,True,False,0,0.0,
5378,Rev7,7,W186,PX-7500,CH-D,EDG-06,Edge,0.84,163.6,39.93,39.75,34.9,1805.9,True,True,True,False,1,5.36,endpoint_late
5379,Rev7,7,W186,PX-7500,CH-D,EDG-07,Edge,0.84,196.4,39.14,41.58,38.89,1713.0,True,True,True,True,0,0.0,
5380,Rev7,7,W186,PX-7500,CH-D,EDG-08,Edge,0.84,229.1,39.45,39.24,34.93,1698.3,True,True,True,True,0,0.0,
5381,Rev7,7,W186,PX-7500,CH-D,EDG-09,Edge,0.84,261.8,39.55,41.25,35.92,1756.3,True,True,True,True,0,0.0,
5382,Rev7,7,W186,PX-7500,CH-D,EDG-10,Edge,0.84,294.5,39.51,40.48,37.84,1797.3,True,True,True,False,1,3.46,
5383,Rev7,7,W186,PX-7500,CH-D,EDG-11,Edge,0.84,327.3,39.78,40.86,35.23,1787.5,True,True,True,False,0,0.0,
5384,Rev7,7,W186,PX-7500,CH-D,EXT-01,Extreme Edge,0.96,16.4,40.04,41.04,40.63,1646.2,True,True,False,True,2,3.94,
5385,Rev7,7,W186,PX-7500,CH-D,EXT-02,Extreme Edge,0.96,49.1,39.93,41.09,39.95,1645.7,True,True,True,True,2,10.45,arc_event
5386,Rev7,7,W186,PX-7500,CH-D,EXT-03,Extreme Edge,0.96,81.8,40.04,40.85,37.7,1687.6,True,True,True,True,1,3.47,
5387,Rev7,7,W186,PX-7500,CH-D,EXT-04,Extreme Edge,0.96,114.5,38.98,40.51,37.24,1698.9,True,True,True,True,1,2.77,
5388,Rev7,7,W186,PX-7500,CH-D,EXT-05,Extreme Edge,0.96,147.3,40.04,42.22,38.77,1689.2,True,False,True,True,1,1.94,polymer_residue
5389,Rev7,7,W186,PX-7500,CH-D,EXT-06,Extreme Edge,0.96,180.0,38.77,41.73,36.22,1686.7,True,True,True,True,0,0.0,
5390,Rev7,7,W186,PX-7500,CH-D,EXT-07,Extreme Edge,0.96,212.7,40.45,40.98,37.07,1568.9,False,True,True,False,0,0.0,
5391,Rev7,7,W186,PX-7500,CH-D,EXT-08,Extreme Edge,0.96,245.5,39.6,40.21,36.42,1777.7,True,True,True,False,0,0.0,
5392,Rev7,7,W186,PX-7500,CH-D,EXT-09,Extreme Edge,0.96,278.2,38.7,41.24,35.52,1795.9,True,True,True,False,1,6.1,
5393,Rev7,7,W186,PX-7500,CH-D,EXT-10,Extreme Edge,0.96,310.9,40.0,42.48,39.39,1778.9,True,False,True,False,0,0.0,
5394,Rev7,7,W186,PX-7500,CH-D,EXT-11,Extreme Edge,0.96,343.6,40.04,40.17,35.21,1709.1,True,True,True,True,1,3.92,
5395,Rev2,2,W187,PX-7500,CH-C,C1,Center,0.0,0.0,39.64,40.07,34.67,1555.3,True,True,True,False,0,0.0,
5396,Rev2,2,W187,PX-7500,CH-C,MID-01,Mid,0.52,30.0,40.9,39.58,36.54,1581.2,False,True,True,True,0,0.0,
5397,Rev2,2,W187,PX-7500,CH-C,MID-02,Mid,0.52,90.0,39.39,40.05,38.44,1554.6,True,True,True,False,0,0.0,
5398,Rev2,2,W187,PX-7500,CH-C,MID-03,Mid,0.52,150.0,41.53,40.76,37.17,1585.7,False,True,True,True,0,0.0,
5399,Rev2,2,W187,PX-7500,CH-C,MID-04,Mid,0.52,210.0,38.97,40.75,36.62,1679.3,True,True,True,True,0,0.0,
5400,Rev2,2,W187,PX-7500,CH-C,MID-05,Mid,0.52,270.0,39.6,41.28,37.23,1730.0,True,True,True,True,0,0.0,
5401,Rev2,2,W187,PX-7500,CH-C,MID-06,Mid,0.52,330.0,41.02,40.41,34.46,1735.1,False,True,True,True,1,2.7,
5402,Rev2,2,W187,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,40.91,41.65,37.42,1728.4,False,True,True,True,0,0.0,
5403,Rev2,2,W187,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,41.03,39.67,34.83,1649.1,False,True,True,True,0,0.0,
5404,Rev2,2,W187,PX-7500,CH-C,EDG-03,Edge,0.84,65.5,41.05,40.72,37.98,1650.5,False,True,True,True,0,0.0,
5405,Rev2,2,W187,PX-7500,CH-C,EDG-04,Edge,0.84,98.2,42.23,41.91,38.49,1755.6,False,True,True,True,0,0.0,
5406,Rev2,2,W187,PX-7500,CH-C,EDG-05,Edge,0.84,130.9,42.28,41.6,38.29,1723.7,False,True,True,True,2,7.09,
5407,Rev2,2,W187,PX-7500,CH-C,EDG-06,Edge,0.84,163.6,41.4,42.06,36.17,1640.5,False,False,True,True,1,5.82,
5408,Rev2,2,W187,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,42.05,41.94,37.22,1672.2,False,True,True,True,0,0.0,
5409,Rev2,2,W187,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,41.86,41.18,37.19,1692.4,False,True,True,True,0,0.0,
5410,Rev2,2,W187,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,41.35,41.83,38.3,1656.8,False,True,True,True,1,5.64,
5411,Rev2,2,W187,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,40.54,41.38,34.82,1639.2,False,True,True,True,0,0.0,
5412,Rev2,2,W187,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,41.37,42.71,36.33,1660.3,False,False,True,True,2,5.17,
5413,Rev2,2,W187,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,41.66,41.97,37.46,1674.0,False,True,True,True,0,0.0,
5414,Rev2,2,W187,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,42.11,42.15,39.14,1630.3,False,False,True,True,1,4.49,
5415,Rev2,2,W187,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,40.71,41.84,37.45,1672.9,False,True,True,True,0,0.0,
5416,Rev2,2,W187,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,40.27,41.84,35.42,1661.5,True,True,True,True,0,0.0,
5417,Rev2,2,W187,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,42.8,39.49,39.63,1722.3,False,True,True,True,3,8.36,
5418,Rev2,2,W187,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,40.92,42.15,40.14,1704.1,False,False,True,True,0,0.0,
5419,Rev2,2,W187,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,40.87,42.88,36.94,1679.2,False,False,True,True,2,4.94,polymer_residue
5420,Rev2,2,W187,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,42.45,41.7,38.34,1617.0,False,True,True,True,2,10.94,
5421,Rev2,2,W187,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,42.35,40.39,36.75,1730.3,False,True,True,True,0,0.0,
5422,Rev2,2,W187,PX-7500,CH-C,EXT-10,Extreme Edge,0.96,310.9,41.54,39.91,37.66,1703.5,False,True,True,True,0,0.0,
5423,Rev2,2,W187,PX-7500,CH-C,EXT-11,Extreme Edge,0.96,343.6,41.76,42.96,36.22,1593.6,False,False,True,True,2,7.5,
5424,Rev4,4,W188,AE-3200,CH-A,C1,Center,0.0,0.0,40.01,39.99,35.93,1626.3,True,True,True,True,0,0.0,
5425,Rev4,4,W188,AE-3200,CH-A,MID-01,Mid,0.52,30.0,39.55,41.67,36.68,1644.6,True,True,True,True,0,0.0,
5426,Rev4,4,W188,AE-3200,CH-A,MID-02,Mid,0.52,90.0,40.07,41.42,36.82,1757.9,True,True,True,True,0,0.0,
5427,Rev4,4,W188,AE-3200,CH-A,MID-03,Mid,0.52,150.0,40.1,40.15,34.51,1668.6,True,True,True,True,0,0.0,
5428,Rev4,4,W188,AE-3200,CH-A,MID-04,Mid,0.52,210.0,39.06,41.4,35.56,1692.5,True,True,True,True,0,0.0,
5429,Rev4,4,W188,AE-3200,CH-A,MID-05,Mid,0.52,270.0,39.63,39.98,36.68,1710.7,True,True,True,True,0,0.0,
5430,Rev4,4,W188,AE-3200,CH-A,MID-06,Mid,0.52,330.0,40.29,40.68,39.25,1647.2,True,True,True,True,0,0.0,
5431,Rev4,4,W188,AE-3200,CH-A,EDG-01,Edge,0.84,0.0,41.87,42.11,40.34,1603.2,False,False,True,True,2,8.82,arc_event
5432,Rev4,4,W188,AE-3200,CH-A,EDG-02,Edge,0.84,32.7,41.11,41.48,34.21,1686.2,False,True,True,True,0,0.0,
5433,Rev4,4,W188,AE-3200,CH-A,EDG-03,Edge,0.84,65.5,40.38,42.0,34.71,1646.9,True,False,True,True,0,0.0,
5434,Rev4,4,W188,AE-3200,CH-A,EDG-04,Edge,0.84,98.2,40.47,41.25,37.86,1631.9,False,True,True,True,0,0.0,
5435,Rev4,4,W188,AE-3200,CH-A,EDG-05,Edge,0.84,130.9,41.14,41.84,36.9,1712.5,False,True,True,True,2,7.68,
5436,Rev4,4,W188,AE-3200,CH-A,EDG-06,Edge,0.84,163.6,41.05,41.37,37.74,1664.3,False,True,True,True,1,3.97,esc_temp_drift
5437,Rev4,4,W188,AE-3200,CH-A,EDG-07,Edge,0.84,196.4,40.85,41.48,37.51,1700.6,False,True,True,True,1,3.0,polymer_residue
5438,Rev4,4,W188,AE-3200,CH-A,EDG-08,Edge,0.84,229.1,41.15,41.79,36.19,1702.7,False,True,True,True,0,0.0,
5439,Rev4,4,W188,AE-3200,CH-A,EDG-09,Edge,0.84,261.8,39.9,40.97,38.54,1693.3,True,True,True,True,2,8.59,polymer_residue
5440,Rev4,4,W188,AE-3200,CH-A,EDG-10,Edge,0.84,294.5,40.15,40.5,35.76,1732.6,True,True,True,True,2,5.82,polymer_residue
5441,Rev4,4,W188,AE-3200,CH-A,EDG-11,Edge,0.84,327.3,41.1,41.5,38.49,1778.9,False,True,True,False,0,0.0,
5442,Rev4,4,W188,AE-3200,CH-A,EXT-01,Extreme Edge,0.96,16.4,41.73,41.53,37.73,1764.5,False,True,True,False,1,4.02,
5443,Rev4,4,W188,AE-3200,CH-A,EXT-02,Extreme Edge,0.96,49.1,41.45,40.3,37.28,1613.1,False,True,True,True,0,0.0,
5444,Rev4,4,W188,AE-3200,CH-A,EXT-03,Extreme Edge,0.96,81.8,41.79,41.06,39.16,1706.3,False,True,True,True,0,0.0,
5445,Rev4,4,W188,AE-3200,CH-A,EXT-04,Extreme Edge,0.96,114.5,41.26,42.29,39.24,1682.6,False,False,True,True,0,0.0,
5446,Rev4,4,W188,AE-3200,CH-A,EXT-05,Extreme Edge,0.96,147.3,41.11,41.82,36.02,1733.9,False,True,True,True,1,3.42,
