Wafer_ID,Lot_ID,Slot,fin_width_nm,fin_height_nm,gate_length_nm,gate_ox_thk_nm,hk_thk_nm,sd_epi_thk_nm,contact_cd_nm,m1_width_nm,m1_space_nm,via_cd_nm,vt_n_V,vt_p_V,idsat_uA_um,ss_mV_dec,fin_width_nm__in_spec,fin_height_nm__in_spec,gate_length_nm__in_spec,gate_ox_thk_nm__in_spec,hk_thk_nm__in_spec,sd_epi_thk_nm__in_spec,contact_cd_nm__in_spec,m1_width_nm__in_spec,m1_space_nm__in_spec,via_cd_nm__in_spec,vt_n_V__in_spec,vt_p_V__in_spec,idsat_uA_um__in_spec,ss_mV_dec__in_spec,fail_count,overall_pass,fail_mode
RL038W21,RL038,21,5.51845,52.99146,16.28421,1.21213,1.62345,12.97654,15.95507,17.8553,18.1683,17.46432,0.23723,-0.25093,907.87355,64.97764,True,True,True,False,True,True,True,True,True,True,True,True,True,True,1,False,Metal Migration
RL038W22,RL038,22,5.33768,53.95657,16.24637,1.06522,1.74431,12.86042,15.42317,19.21461,18.16112,17.06302,0.25614,-0.2657,926.72452,67.61303,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL038W23,RL038,23,5.55878,55.84295,16.46392,1.02337,1.75477,12.91576,15.89178,18.86898,19.10631,17.60462,0.24778,-0.25811,872.11264,70.49527,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL038W24,RL038,24,5.92401,54.7597,16.64834,1.19355,1.72043,12.93672,15.90532,18.06963,19.02834,17.77211,0.27478,-0.28585,865.49565,70.12516,True,True,True,False,True,True,True,True,True,True,True,False,True,True,3,False,Junction Leak
RL038W25,RL038,25,6.07725,54.96583,16.41563,1.14846,1.66632,12.63363,16.23067,18.0385,19.23823,17.9215,0.28366,-0.2863,895.66599,64.32953,True,True,True,True,True,True,True,True,True,True,False,False,True,True,3,False,Wear-out
RL039W01,RL039,1,6.02363,53.53068,16.32061,1.01603,1.83968,12.09613,16.07394,18.56283,18.4949,16.96714,0.23862,-0.29004,880.63469,68.69545,True,True,True,True,True,True,True,True,True,True,True,False,True,True,1,False,Fin Collapse
RL039W02,RL039,2,5.94861,52.28804,16.07094,1.05947,1.64064,12.69165,15.187,18.10057,18.60876,18.04731,0.26841,-0.25144,874.66103,68.69268,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W03,RL039,3,5.33849,54.16851,16.09031,1.0003,1.69027,13.31581,15.03792,17.46196,18.63611,17.29898,0.25812,-0.24,932.41563,67.21501,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W04,RL039,4,5.64186,56.79694,15.49141,0.93941,1.68227,12.52908,15.18343,18.91281,18.67468,17.37996,0.24036,-0.24782,909.04179,67.86373,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W05,RL039,5,5.45416,54.89036,16.1253,1.03247,1.71725,12.03696,15.77382,18.63739,18.59063,17.60278,0.24075,-0.2511,890.45501,66.21398,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W06,RL039,6,5.71827,52.70655,16.29934,1.05182,1.63141,13.89634,15.24034,17.8785,18.68037,16.97163,0.254,-0.25091,899.20138,66.54779,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Fin Collapse
RL039W07,RL039,7,5.31116,53.73068,16.43344,0.97088,1.64743,12.45001,15.79701,19.31817,18.31756,17.092,0.2408,-0.25558,895.31187,67.83137,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W08,RL039,8,5.67454,55.72844,16.12183,1.01832,1.57394,12.41976,15.51603,19.83664,18.41256,17.01108,0.26057,-0.2509,883.43098,66.497,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W09,RL039,9,5.83951,53.97552,16.53224,1.03688,1.68263,12.80323,15.38509,18.21222,17.75778,17.29306,0.24413,-0.26858,878.08294,66.09901,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W10,RL039,10,5.18706,53.10167,16.77697,1.08049,1.65041,11.99092,15.9849,18.55955,18.49164,17.64211,0.26116,-0.25098,916.65044,65.33658,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W11,RL039,11,6.15649,54.05833,15.66919,0.89847,1.66007,12.69925,16.25042,17.65997,18.19685,17.88132,0.24735,-0.23956,930.14729,65.6167,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W12,RL039,12,5.72907,55.36366,15.54218,1.0383,1.69886,12.25382,15.5067,19.10796,18.25015,17.32094,0.2452,-0.24626,943.15427,67.15314,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W13,RL039,13,5.6952,54.63548,16.52273,1.04616,1.66647,12.81496,15.40287,18.54437,19.10305,17.8266,0.26669,-0.25506,918.62508,64.9076,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W14,RL039,14,5.7008,51.93868,16.38914,1.0626,1.60322,13.60174,15.23164,19.30777,18.96145,17.42166,0.24291,-0.25448,922.03501,67.25486,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W15,RL039,15,5.66969,52.82145,16.68354,1.01719,1.69827,12.9336,15.80701,17.9298,18.699,17.59321,0.24154,-0.26015,914.44024,63.34675,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W16,RL039,16,5.53344,54.2663,16.1589,1.00703,1.60868,13.29318,15.45021,18.80309,18.20151,16.76942,0.25195,-0.24723,928.34989,66.50861,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W17,RL039,17,5.91869,56.41906,16.35668,1.00553,1.75026,12.34929,16.30156,17.43565,18.94069,17.1922,0.24634,-0.2656,892.14644,65.97126,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Wear-out
RL039W18,RL039,18,5.7661,52.4169,15.33942,0.98264,1.53291,14.01586,15.88408,17.98562,18.80093,17.35115,0.24166,-0.25331,941.37838,67.38287,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W19,RL039,19,5.51162,54.00585,15.60367,1.01575,1.6872,12.58112,15.67836,18.8678,18.80427,17.81337,0.2629,-0.27062,903.32241,69.00331,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W20,RL039,20,5.78976,53.96814,15.84406,1.02045,1.71008,12.41667,15.8171,17.94405,18.44311,16.89029,0.24846,-0.26858,894.00558,70.36535,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W21,RL039,21,5.30914,56.40757,16.03551,1.0357,1.61849,13.32876,14.98644,18.42697,18.1707,17.28065,0.23802,-0.25958,892.31047,65.0842,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W22,RL039,22,5.73529,54.9361,15.84489,1.06439,1.67203,13.07259,14.28905,18.60959,19.45645,17.27629,0.26184,-0.27387,892.0596,65.26946,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Oxide BD
RL039W23,RL039,23,5.70666,56.32493,16.11966,1.03669,1.65494,13.92179,15.41315,18.22269,19.10151,17.9228,0.2579,-0.25885,920.18606,67.87604,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL039W24,RL039,24,5.89805,53.68069,16.41355,1.11708,1.75522,12.18067,16.60918,18.42447,18.65845,17.72915,0.2341,-0.27283,901.00283,69.58881,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Oxide BD
RL039W25,RL039,25,6.17373,54.80275,16.4924,1.11591,1.76281,12.8678,16.22505,18.32032,18.13793,18.15456,0.27169,-0.26696,915.52338,65.09563,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3,False,Metal Migration
RL040W01,RL040,1,5.81677,53.80735,16.42698,1.1474,1.6283,11.81338,15.56675,17.97056,18.34341,17.35019,0.26229,-0.25113,859.32451,67.45133,True,True,True,True,True,True,True,True,True,True,True,True,True,True,7,False,Junction Leak
RL040W02,RL040,2,5.78498,54.90428,16.22343,1.14846,1.766,13.42965,15.29855,18.15033,18.14582,17.74973,0.25226,-0.27404,889.14652,66.92549,True,True,True,True,True,True,True,True,True,True,True,True,True,True,7,False,Fin Collapse
RL040W03,RL040,3,5.92139,56.44163,16.24006,1.07828,1.68834,13.15681,16.19002,18.0677,19.36063,17.4699,0.25776,-0.23573,888.01511,66.3129,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,False,Vt Shift
RL040W04,RL040,4,5.7531,53.8818,15.78851,1.06959,1.6931,13.13923,15.69618,18.64291,17.84149,17.29126,0.2612,-0.27635,881.28519,66.34032,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Contact Open
RL040W05,RL040,5,5.78658,54.80318,15.71363,1.07001,1.61727,13.2879,15.7563,18.34041,17.43067,17.7177,0.24827,-0.25652,925.78708,67.52574,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3,False,Wear-out
RL040W06,RL040,6,5.97923,51.18328,16.25653,1.09607,1.60679,12.62318,15.8556,18.4614,17.75327,17.05513,0.26348,-0.27227,878.48759,68.17639,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,False,Metal Migration
RL040W07,RL040,7,5.90271,54.83214,16.26167,1.02453,1.72413,12.09062,15.52751,17.42359,18.97654,16.89177,0.23756,-0.25412,930.94026,66.81942,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Fin Collapse
RL040W08,RL040,8,5.56468,55.96805,16.4517,1.12497,1.68478,13.89896,15.06641,17.56218,18.52514,17.85192,0.23833,-0.26119,874.57588,68.01699,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4,False,Oxide BD
RL040W09,RL040,9,5.72038,53.57921,15.73987,1.0278,1.60996,13.66908,15.68624,18.87072,17.92611,17.22358,0.2506,-0.25673,907.32995,66.14992,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3,False,Vt Shift
RL040W10,RL040,10,5.59659,54.46627,16.35953,0.98932,1.73296,12.42646,15.626,17.67662,18.30778,17.45679,0.24775,-0.24442,896.67057,66.2192,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,False,Wear-out
RL040W11,RL040,11,6.30344,53.78056,16.45416,1.07324,1.66236,13.18599,15.21881,17.94555,18.33332,17.92373,0.26445,-0.26777,855.39159,67.88866,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,False,Fin Collapse
RL040W12,RL040,12,5.58428,56.04723,16.31028,1.04484,1.556,12.702,15.04116,17.34459,18.24476,17.56049,0.25156,-0.25667,919.2271,67.92159,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Wear-out
RL040W13,RL040,13,5.56538,55.65376,16.49454,1.13867,1.69443,12.52354,15.17483,19.08419,18.28852,18.57553,0.2479,-0.25038,835.61657,63.67985,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,False,Wear-out
RL040W14,RL040,14,5.84636,54.08074,16.15695,1.08168,1.64658,12.3325,16.27141,18.85866,18.76366,17.7948,0.24517,-0.26708,892.39259,64.30713,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3,False,Wear-out
RL040W15,RL040,15,5.74389,52.99988,16.26341,1.05755,1.68002,12.90771,16.14946,18.06163,18.72851,17.47528,0.25692,-0.24703,923.08578,67.60981,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,False,Oxide BD
RL040W16,RL040,16,5.5101,53.90502,15.16656,1.00817,1.66231,13.48835,15.06442,19.20476,18.36578,17.0121,0.24864,-0.26791,917.57635,67.37232,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,False,Wear-out
RL040W17,RL040,17,5.76977,53.33131,15.9749,1.08207,1.63466,12.20642,15.62929,17.89159,18.04304,17.50607,0.25109,-0.25713,924.08523,67.07386,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,False,Junction Leak
RL040W18,RL040,18,5.96692,53.14401,16.03921,1.08772,1.63115,13.04155,15.3061,17.80954,18.46124,17.19245,0.25452,-0.26381,922.89859,63.73979,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Junction Leak
RL040W19,RL040,19,6.04156,54.68983,16.27891,1.07296,1.63094,12.26191,16.16309,17.91598,18.24771,17.74539,0.2625,-0.27154,826.38393,67.08233,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Junction Leak
RL040W20,RL040,20,5.29649,53.46595,16.0152,0.98638,1.69447,13.64789,15.54549,18.35208,17.25204,17.55578,0.25781,-0.25556,883.88543,65.47842,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Contact Open
RL040W21,RL040,21,5.79374,52.61604,16.38175,1.01243,1.70852,13.07898,15.64474,17.21181,18.10303,18.46778,0.23565,-0.29358,872.35381,67.26322,True,True,True,True,True,True,True,True,True,True,True,False,True,True,5,False,Fin Collapse
RL040W22,RL040,22,5.9916,56.48796,16.41224,1.14846,1.72503,12.25934,15.49862,18.72444,18.48107,17.58824,0.26494,-0.27271,896.41854,69.00495,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Contact Open
RL040W23,RL040,23,5.6847,53.58196,16.19948,1.09702,1.71242,12.10807,15.70752,18.37397,17.62568,17.97033,0.24147,-0.24569,895.27679,65.79733,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Wear-out
RL040W24,RL040,24,6.06984,54.60904,16.2312,1.18953,1.78233,12.53444,15.8512,18.85183,17.64112,17.78244,0.26738,-0.25855,888.44951,69.6526,True,True,True,False,True,True,True,True,True,True,True,True,True,True,6,False,Contact Open
RL040W25,RL040,25,5.79708,54.28239,16.04546,1.14882,1.71372,12.13231,15.22994,18.75655,18.48512,18.38755,0.24029,-0.27135,919.90818,66.75817,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Contact Open
RL041W01,RL041,1,5.8782,53.22467,16.83164,0.9997,1.70759,12.39074,15.29925,18.85407,19.0128,16.88356,0.25323,-0.2746,856.51164,69.20081,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W02,RL041,2,6.28354,55.6384,16.71229,1.07217,1.56806,12.04893,16.12765,18.8741,18.27938,17.47344,0.26505,-0.25131,847.35671,67.80873,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W03,RL041,3,5.2346,53.47009,15.65596,1.00584,1.64997,13.30814,14.82533,19.40578,18.90971,17.89161,0.24253,-0.25056,940.8144,64.039,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W04,RL041,4,5.41252,54.06896,16.13032,1.12952,1.6953,13.16516,15.60452,18.60271,19.08616,17.478,0.27067,-0.26293,908.40456,68.20957,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W05,RL041,5,5.76228,53.18905,15.98316,1.07738,1.65395,13.38371,14.68734,19.36983,19.41278,17.34879,0.23215,-0.25059,870.5952,63.9518,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W06,RL041,6,5.70333,53.42608,15.84829,0.97552,1.5942,12.57983,14.72572,19.03367,18.92254,17.96638,0.23235,-0.25987,888.06149,65.76951,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W07,RL041,7,5.79369,55.02703,15.9474,1.0026,1.7473,13.26688,16.23966,18.83894,18.86069,17.35734,0.2558,-0.24388,938.80391,64.41743,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W08,RL041,8,5.86759,53.63722,16.21718,0.99836,1.6477,12.95053,15.17649,18.73695,18.47493,17.6956,0.25577,-0.27701,907.07125,65.60946,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W09,RL041,9,5.35794,54.24715,16.20415,1.0063,1.69038,12.24444,15.38848,19.31163,18.17355,17.3591,0.25123,-0.25231,911.10427,63.66971,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W10,RL041,10,5.46342,54.08298,15.81121,0.99582,1.7684,13.54876,15.67491,18.70256,19.2342,17.3307,0.22436,-0.26461,931.46767,65.96822,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W11,RL041,11,5.53488,56.94158,15.61747,0.90879,1.77582,13.27935,15.97163,18.82944,18.33488,17.25124,0.24463,-0.24747,890.191,66.53173,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W12,RL041,12,5.28274,54.05936,16.01432,1.01599,1.75666,13.51484,15.13625,17.92646,18.79858,17.43034,0.24212,-0.24265,919.53144,63.10102,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W13,RL041,13,5.36009,55.32253,16.43148,1.01203,1.63282,13.09678,15.24294,17.57713,18.95866,17.44683,0.25185,-0.25366,892.54028,66.16425,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W14,RL041,14,5.81485,52.84655,16.72076,1.03272,1.61131,12.48583,15.90123,18.86478,18.95203,16.92889,0.23451,-0.24889,893.32498,64.93422,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W15,RL041,15,5.40697,52.58622,16.4845,1.05113,1.66635,13.71189,15.89896,19.68469,19.07211,16.95857,0.25053,-0.23583,938.61337,63.39944,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W16,RL041,16,5.58247,55.81989,16.46903,0.97972,1.61157,12.66909,15.54096,19.80402,18.63359,18.02851,0.24351,-0.27479,922.07324,66.91867,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W17,RL041,17,5.30511,55.08146,15.49736,1.03139,1.65926,13.19273,15.65435,18.68019,19.43343,17.68264,0.25126,-0.25521,919.7945,65.42495,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W18,RL041,18,5.27731,54.75486,16.69071,1.03747,1.73353,13.00409,14.82113,18.85368,18.30332,17.52127,0.24628,-0.27082,917.76898,67.56858,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W19,RL041,19,5.49087,53.62707,16.21747,1.07233,1.72399,13.35474,15.70181,18.16862,18.70117,18.06074,0.2603,-0.24812,923.25657,65.07327,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W20,RL041,20,5.53671,52.98792,15.88393,1.03663,1.72434,13.30133,15.27778,19.23481,19.36937,17.33323,0.24238,-0.27751,926.78887,66.95612,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W21,RL041,21,5.41556,55.34739,16.53966,1.0455,1.65334,13.09344,15.63363,18.42358,19.48587,17.59129,0.24039,-0.26435,932.90863,63.7273,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W22,RL041,22,5.78919,53.55714,16.56381,1.02796,1.64781,12.28803,15.37136,18.40503,18.43099,16.87389,0.2506,-0.25583,950.96132,64.89461,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W23,RL041,23,5.80425,54.67237,16.19762,0.97965,1.63252,12.53031,15.54414,18.95419,18.55101,17.48126,0.23916,-0.2559,969.03815,68.02822,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W24,RL041,24,5.61292,54.49806,16.0386,1.0227,1.75843,13.19395,16.24835,18.18221,19.15458,16.7209,0.24397,-0.23301,929.86865,66.26185,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL041W25,RL041,25,5.78202,55.89625,15.9431,1.00664,1.77244,11.87826,15.72034,17.52049,19.16544,17.47939,0.25997,-0.26863,935.49733,68.17066,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W01,RL042,1,5.62423,54.7826,15.77787,1.08035,1.54361,13.44575,15.61079,19.12421,18.23712,18.15316,0.26409,-0.27407,890.00902,66.24151,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W02,RL042,2,5.73993,54.59931,16.28581,1.07527,1.70279,11.95131,15.19672,18.99722,18.613,17.67087,0.25544,-0.25525,889.80278,66.15974,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W03,RL042,3,5.74154,54.03319,16.26517,1.04879,1.75673,12.74073,15.93856,19.24955,18.89726,17.69751,0.24284,-0.23423,930.703,67.96013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W04,RL042,4,5.67397,55.83693,15.81954,1.0244,1.6284,12.8035,15.28901,19.88612,17.42884,16.82957,0.23937,-0.26284,917.92841,65.35701,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W05,RL042,5,5.48969,55.84955,15.84682,1.01102,1.62767,13.60829,15.83882,18.41011,18.83154,18.04632,0.24515,-0.26287,942.47286,67.8024,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W06,RL042,6,5.79099,55.29129,16.15264,1.03202,1.72859,12.41486,15.42799,18.91661,19.00578,17.35904,0.25204,-0.27429,921.01413,69.00011,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W07,RL042,7,5.72542,53.56203,15.88286,0.98501,1.63846,12.19738,15.67475,18.7485,19.36612,17.2187,0.25619,-0.25357,949.4888,64.28247,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W08,RL042,8,6.28645,56.0849,15.90547,1.11285,1.64404,13.6473,15.69653,18.9506,18.4597,17.69693,0.24759,-0.26126,907.5672,66.10277,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W09,RL042,9,5.44891,55.72516,15.42031,0.99145,1.72194,13.21393,15.30416,17.99401,19.5622,17.21919,0.2621,-0.25977,925.29931,63.71761,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W10,RL042,10,5.51771,55.61757,16.65277,1.00433,1.64858,12.78179,15.64032,18.84991,18.4067,17.03026,0.23779,-0.26275,937.03788,70.11629,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W11,RL042,11,5.5195,54.83877,16.05589,1.03808,1.59521,13.29697,15.47822,18.72025,19.03475,17.23256,0.24463,-0.26035,938.39058,67.62598,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W12,RL042,12,5.59931,53.80498,17.03004,1.0377,1.72089,13.44109,15.97976,19.60509,18.68714,18.53104,0.24849,-0.25382,873.58699,65.68649,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W13,RL042,13,5.69168,53.77312,16.14846,1.07052,1.62134,12.86401,15.78719,19.3565,18.55916,17.01752,0.24162,-0.25605,893.21178,66.8975,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W14,RL042,14,5.63034,54.14103,15.67824,1.01051,1.74173,12.16332,15.72469,18.81786,19.88059,17.63166,0.24484,-0.2465,917.99546,64.24445,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W15,RL042,15,5.38533,53.89189,16.43067,1.04205,1.6405,13.14265,15.43564,19.45661,18.44772,17.84925,0.27349,-0.25145,869.44183,66.30339,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W16,RL042,16,5.60595,54.31597,16.35205,0.94974,1.64322,13.23791,15.74722,19.47855,19.29428,17.82301,0.23477,-0.25623,887.57357,64.45293,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W17,RL042,17,5.59191,53.78024,15.79112,1.01943,1.69746,13.42752,15.69554,19.43328,19.14874,17.60346,0.23502,-0.2346,886.52664,64.61693,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W18,RL042,18,5.38432,53.77158,16.64477,0.97624,1.57717,13.55118,16.06608,18.99022,18.28936,17.33809,0.2559,-0.26768,920.48076,65.91743,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W19,RL042,19,4.9878,56.46815,16.24399,1.03202,1.5702,12.92659,14.82548,19.25447,19.54878,17.1819,0.23545,-0.24175,885.82057,66.25222,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W20,RL042,20,5.54695,52.97035,16.49731,1.04998,1.59192,12.91786,15.63882,19.1124,18.34103,17.07637,0.24131,-0.26485,889.82416,66.2646,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W21,RL042,21,5.8557,53.79383,16.2332,1.03462,1.57213,13.51061,15.06666,19.89399,19.44867,17.50728,0.23986,-0.23649,932.45751,63.68779,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W22,RL042,22,5.76352,54.71721,16.13535,1.00899,1.72308,13.63196,15.70577,17.99551,17.07969,17.58634,0.24444,-0.25585,905.16522,68.86261,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W23,RL042,23,5.85128,57.60727,16.05123,1.00726,1.70621,12.8404,16.94383,19.70432,19.00587,18.16347,0.24192,-0.2503,913.86035,67.72412,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W24,RL042,24,5.55851,54.98848,16.78193,1.00237,1.5746,12.32271,15.2366,18.46468,18.58744,17.83442,0.25751,-0.25584,831.92859,68.23714,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL042W25,RL042,25,5.69395,53.86936,16.75543,1.05251,1.82927,13.75238,15.57432,18.96213,19.81574,16.97782,0.23648,-0.2495,879.19541,68.75527,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL043W01,RL043,1,5.92219,56.7835,16.04744,1.07478,1.71135,12.62528,15.87567,17.89711,18.31463,17.66703,0.25624,-0.25787,873.05339,69.57306,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL043W02,RL043,2,5.45994,53.74782,15.73998,1.02208,1.62697,13.04398,15.85805,19.03039,18.90528,17.18816,0.25042,-0.26364,848.89976,65.59205,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL043W03,RL043,3,5.52603,52.68233,16.09262,0.98442,1.65288,13.03745,15.34531,18.34288,18.75836,17.00312,0.23104,-0.25777,911.99575,66.26894,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL043W04,RL043,4,4.98772,54.44393,16.05432,1.01621,1.62823,12.63491,15.26389,19.16301,19.62019,17.46081,0.22264,-0.25854,888.58187,66.63098,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL043W05,RL043,5,5.4919,55.2935,15.40556,1.02853,1.60384,13.08043,15.91557,18.96191,19.11697,17.40348,0.23973,-0.2339,932.56293,64.94518,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL043W06,RL043,6,5.1769,54.06741,15.84602,0.99641,1.71204,12.65207,15.5188,19.55887,18.5698,17.70647,0.22312,-0.2541,899.90499,68.66486,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL043W07,RL043,7,5.7428,54.67484,15.70833,1.0063,1.65582,13.29747,15.41413,18.93271,19.04682,17.78152,0.21837,-0.24379,934.33782,66.03755,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL043W08,RL043,8,5.64574,55.42975,16.50491,0.99297,1.63247,13.39868,15.39319,20.02466,19.37893,17.48907,0.23687,-0.24497,949.50079,64.9374,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL043W09,RL043,9,5.514,54.88315,16.33636,0.97857,1.59417,13.41542,15.15295,18.52929,19.85835,18.07998,0.22674,-0.27002,918.18205,67.57388,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL043W10,RL043,10,5.45251,52.55271,16.64124,1.01671,1.59239,12.77488,15.78709,18.95264,19.04145,17.23856,0.2466,-0.2518,944.39562,70.72666,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
